-179.328,-63.7284,6.49794,-6.13339,1.41722,10.2649,1.18766,6.08249,5.14838,-6.76284,10.2217,1.38206,1.37719,
-178.903,-60.5553,10.4948,-6.25471,1.99428,11.8417,2.58839,8.5289,9.25663,-1.79738,9.52006,2.21063,8.03847,
-182.794,-64.2369,0.37542,-12.3519,0.185522,1.62723,0.162466,7.95727,9.29087,1.81494,8.78751,2.1465,9.16646,
-191.06,-65.0833,1.75009,-5.65589,5.02793,6.3324,-3.85621,2.19902,9.93838,-3.01146,5.38807,-1.81683,6.65404,
-186.411,-63.0722,5.67766,-2.89347,4.62045,7.30807,4.48853,3.66993,5.46187,0.925637,7.38433,4.89679,5.08163,
-189.382,-70.4411,0.659922,-5.2677,6.23627,7.26425,-0.780521,-1.00118,8.39779,1.02709,13.1058,3.02943,0.794967,
-184.33,-60.3829,4.08576,-11.4574,-0.123018,2.68894,2.57932,6.96777,11.3697,-1.03015,12.2733,0.908871,2.92894,
-63.1526,-30.1256,-12.416,-3.03698,-10.399,4.24435,11.3558,12.9337,2.97114,1.12136,11.0222,5.59809,-0.0145373,
150.735,-25.6057,-38.6128,4.39241,-28.8014,9.46882,-1.07937,18.6786,8.26648,4.74625,5.9602,8.18088,-8.45283,
189.057,3.0142,-29.9075,14.5055,-13.3472,18.1224,-0.0646389,12.8545,8.27106,1.30626,3.77863,6.67954,-6.12781,
106.832,43.7384,-3.59945,12.3637,3.92249,4.52199,-3.14295,10.8234,12.3495,-1.0001,9.40963,3.56466,4.69688,
27.8826,47.8693,25.3268,15.7277,12.3539,8.19443,3.33637,8.28821,10.5437,-7.97788,6.0696,6.17084,5.80291,
-4.62427,41.6472,29.3593,14.8006,16.5822,8.24638,7.10505,6.02047,6.92158,-8.91098,4.8138,-0.235178,6.12962,
-3.92908,26.1095,16.7211,24.9151,18.3883,11.3402,7.73854,2.70311,6.74927,0.876569,6.15647,-4.91058,0.744832,
51.3981,13.7529,-8.75235,37.6864,5.17999,7.32108,7.24445,0.192937,12.8486,-0.932235,0.116935,-1.59062,0.0404649,
62.909,22.2614,-8.8314,35.242,5.5362,1.46248,-1.18546,-1.34639,16.0576,-2.55,4.45015,-0.455527,-0.314255,
