153.053,-76.7248,-12.177,-9.98371,-0.25998,-4.31854,-3.61075,-3.6053,-5.63574,-4.17887,-4.62386,-1.99867,-1.27154,
145.616,-78.6867,-12.1791,-6.46089,-4.69654,-3.81849,-4.57298,-5.51866,-2.37993,-4.02363,-4.78018,0.0867009,1.47524,
139.79,-78.9257,-10.8153,-7.4048,-7.16061,-9.03172,-3.34267,-5.31127,-1.22006,-2.68737,-3.71904,-5.69627,-1.96842,
146.27,-75.8622,-14.9289,-15.2888,-8.59124,-8.82776,-2.66678,-2.91811,-2.15458,-2.2603,-4.77372,-1.98376,1.50104,
158.107,-80.2555,-11.7189,-13.204,-5.80073,-4.25567,0.427124,0.863484,0.12862,1.93343,-3.43385,-4.80468,-6.60375,
145.656,-78.5399,-12.7458,-15.8559,-4.94744,0.269527,1.71865,-1.90171,4.62569,2.72885,-7.13456,-8.68551,-2.59609,
171.974,-65.9251,-10.7173,-14.6249,-9.56151,-2.12729,8.22855,3.18916,-0.0831146,-4.9509,-0.74494,1.50133,4.28806,
371.18,-40.0779,-52.9734,-7.81669,-26.7386,-2.6293,-2.25298,-1.2476,-10.6988,-14.0089,6.21337,10.3586,-3.56031,
477.094,-17.9343,-60.7267,8.41178,-26.5724,1.33467,1.13617,0.774378,-9.79961,-7.85511,7.37434,4.86841,-4.35022,
449.215,19.9358,-28.5593,7.96779,-14.2302,-3.96833,0.979474,-5.67577,-6.57301,-3.09104,1.76556,-1.89274,0.754133,
366.222,26.7707,9.60373,13.5453,4.33724,-3.15541,-3.83535,-4.6931,-2.29017,-3.64262,-8.36353,-2.78324,-1.84457,
318.388,23.5037,21.19,12.285,-3.34328,-3.08619,2.3819,1.05368,-2.14104,0.185328,-5.63592,-3.95726,-7.87345,
297.761,15.6581,28.0019,12.8241,-2.76006,-5.9761,0.76378,-0.256773,1.08279,2.34653,-4.26812,-0.991044,-0.82474,
311.487,4.51174,7.50691,26.9672,-0.294247,-18.7714,11.8782,-1.24709,-9.03646,-0.8091,-0.420962,3.47687,-0.821377,
337.362,9.48133,-2.15756,17.4156,-8.3196,-26.637,8.5871,-1.16145,-8.92026,1.97054,0.629485,-1.08739,-5.06298,
312.825,10.4255,10.8668,17.6178,6.95031,-11.1362,0.672649,1.66394,-6.89707,-1.47206,6.09149,-5.59944,-7.26101,
276.091,3.49725,24.1046,18.8864,12.684,-4.96313,-7.13431,-3.68947,-9.02778,-1.81049,5.43538,-2.4422,-8.5159,
250.063,-8.42688,30.75,18.3095,10.9404,-8.31751,-11.0084,-2.55545,-0.279782,-3.61094,2.03557,0.294125,1.65016,
243.438,-5.26858,30.9536,5.71327,1.60514,-14.5026,-15.6075,-7.82236,0.478964,-4.8855,-5.99656,-3.40133,-7.74633,
239.651,-8.95313,29.4386,8.23744,-4.12524,-15.9596,-9.99418,-7.77039,-0.87554,2.30458,-6.0419,-11.3925,-8.50028,
230.618,-12.9118,31.3805,15.1664,-2.40267,-13.9282,-13.6433,-10.2882,-9.68102,2.03504,4.4299,-4.13969,-7.06955,
231.615,-14.7046,33.2065,13.9512,4.05138,-11.4002,-17.6123,-12.4945,-5.63525,5.84911,2.66099,3.60241,2.05353,
226.367,-16.3001,31.0651,13.5072,3.66971,-12.9376,-12.5466,-11.091,-8.26626,-5.15766,-1.92196,1.16185,-0.742718,
227.565,-13.1436,40.9977,20.0066,7.61174,-10.8186,-8.84747,-7.65292,-4.80861,-2.31584,-2.38365,-3.52795,-4.01337,
231.993,-14.7455,39.6783,18.3738,2.20783,-12.4373,-11.9273,-6.51364,-3.46257,-0.122465,-1.05695,0.74863,1.92906,
230.686,-21.5233,31.7521,18.9497,5.99746,-4.12279,-8.88164,-8.11575,-3.47234,2.55171,1.42603,5.75194,1.63256,
229.021,-10.5691,39.1169,26.9849,14.1677,3.39717,-8.48217,-10.327,-9.53202,-1.56707,0.605711,3.41284,0.753534,
220.614,-14.6537,42.1013,21.529,13.3542,5.0259,-7.80141,-13.5942,-8.63051,-3.97334,-1.40414,-0.557937,-0.598431,
