-2.80234,-1.21432,-0.793876,-0.995497,0.58546,1.35849,0.716507,1.01312,-0.273299,0.56635,1.75622,2.6568,2.63162,2.19223,2.51169,3.53718,3.84367,3.7559,3.95717,4.35897,4.67779,4.727,4.87735,5.41349,5.22027,5.57834,5.66803,5.39385,5.64071,6.62132,5.78063,6.26539,6.61116,6.71971,6.76205,7.83318,7.41578,7.3928,7.5794,7.5125,
-3.00438,-2.27897,-0.582191,-0.136171,-0.46694,0.428299,0.473313,0.890104,0.719647,1.36982,0.432727,1.72872,1.7225,2.7312,3.15323,2.5753,2.55103,3.33012,3.88258,3.866,5.28248,4.94134,3.69858,4.7892,5.09896,5.55016,5.70235,5.70651,6.28915,6.54018,6.53857,6.60156,6.40982,6.67143,6.81963,7.10494,7.26645,6.71847,7.1177,7.38291,
-3.08139,-2.77753,-1.90614,0.219906,0.337535,-0.292192,0.365061,0.631259,0.796396,1.73569,1.88551,1.61134,0.794368,3.15068,2.94847,0.622565,2.28002,3.82048,4.13158,3.6316,3.60526,4.04742,4.48182,4.84104,5.12214,5.70402,5.80839,5.50908,6.11655,6.14477,6.33419,6.31475,6.5791,6.27071,6.08786,7.27178,7.0724,6.35498,7.6402,7.5786,
-3.47014,-3.1337,-1.39449,0.303641,-0.923379,-0.884957,1.34548,1.50958,1.21731,1.70882,2.46805,1.7015,3.05275,3.71475,3.22459,2.15062,2.96549,3.59181,3.66861,4.76013,3.75875,4.72976,4.62093,4.42301,4.99269,5.60898,5.37256,6.21842,5.91843,5.21661,6.16773,6.21143,6.46118,6.16892,6.8766,6.71882,7.35554,7.19111,7.29772,7.3844,
-3.09711,-1.53132,-0.230981,0.251523,-0.588387,-1.33309,-0.10441,0.569211,1.56617,2.62886,2.49848,2.62225,2.71949,2.39224,3.13585,3.15771,3.40265,4.71852,3.4922,3.50482,4.74348,5.2874,4.56668,4.06953,5.55928,6.47468,6.04989,5.48184,6.2865,6.43089,6.13706,7.1839,6.90978,6.49471,7.41831,7.8232,8.26084,7.56395,7.85755,7.73262,
-2.56285,-1.99911,-0.894523,-0.451857,-0.726222,-1.01967,-0.860431,-0.0873649,0.724691,1.80974,2.5172,3.06555,3.29152,2.13309,2.38738,2.6952,3.70408,4.31837,4.56653,4.08364,4.62033,4.05202,3.63989,3.27207,5.22665,5.2433,5.08802,5.79671,6.75983,5.8308,5.86878,6.24125,6.87734,6.73895,6.56452,7.14943,7.27333,7.526,7.38312,7.80845,
-0.581111,0.124958,-0.523395,-0.335229,0.370537,0.31281,1.65607,1.41639,1.48828,2.60391,3.18327,4.08257,4.06721,5.29463,4.6712,3.37269,4.20309,3.68207,3.02587,3.44086,4.9025,5.36676,4.08445,5.3808,5.39348,5.3836,6.18919,6.51316,6.51229,5.6203,6.46425,7.07572,7.01041,6.72539,6.80606,6.59322,7.13694,7.85212,7.65844,7.74835,
2.80653,1.66524,2.81188,5.35596,5.7966,6.01901,8.17263,8.82732,8.06585,7.4366,8.28141,10.0008,11.082,11.0284,11.2937,11.3657,12.2565,10.3199,7.38462,10.0666,10.1301,10.9009,12.9041,13.4843,11.4529,9.93176,11.7875,11.0325,11.985,11.8414,12.2492,11.4358,10.1956,10.5648,10.3286,8.02638,8.89833,8.33622,8.0509,7.60644,
7.18916,7.40687,6.18339,8.88041,9.90409,9.41262,10.2199,11.7068,10.8354,10.7193,12.2201,12.475,13.8995,13.0619,13.3612,14.4764,15.5739,14.0016,9.77168,12.9809,13.1465,13.7446,15.6892,16.271,13.9602,14.286,15.6927,14.1255,14.3196,13.9511,14.4336,13.6551,12.3256,11.946,11.9665,8.63385,9.79708,8.88433,7.96232,8.02303,
9.61663,10.4344,10.5481,10.388,11.7958,12.7133,12.9706,11.9493,11.3549,11.4336,12.2437,12.8496,12.6215,12.0505,11.2916,13.1683,13.1291,12.5808,10.0188,12.2824,11.981,10.869,12.3089,13.2878,11.8199,12.3418,13.423,12.0308,11.7329,11.3528,11.2074,10.7352,10.3172,9.58107,9.7222,7.85662,8.71897,8.11368,8.06314,8.31047,
